accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
OR733215.1	Morbillivirus canis isolate B45 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	13-Sep-2023	2023-09-13	2023.6986301369864	day		B45		False		True	1824	annotation	False	False	False	
OR733214.1	Morbillivirus canis isolate A44 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	13-Sep-2023	2023-09-13	2023.6986301369864	day		A44		False		True	1824	annotation	False	False	False	
OR633326.1	Morbillivirus canis isolate JA117/2020 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Jan-2019	2019-01	2019.041095890411	month		JA117/2020		False		True	1824	annotation	False	False	False	
OR633325.1	Morbillivirus canis isolate JA19/2020 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Jan-2019	2019-01	2019.041095890411	month		JA19/2020		False		True	1824	annotation	False	False	False	
OR633324.1	Morbillivirus canis isolate JA16/2020 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Jan-2019	2019-01	2019.041095890411	month		JA16/2020		False		True	1824	annotation	False	False	False	
OR612055.1	Morbillivirus canis isolate Ferret_2 hemagglutinin (H) gene, partial cds	1077	Mustela putorius furo (domestic ferret)	Mustela putorius furo	mustelid	False	USA: Oklahoma	USA	2022-09-09	2022-09-09	2022.6876712328767	day		Ferret_2		False		True	1077	annotation	False	False	False	
OR612054.1	Morbillivirus canis isolate Ferret_3 hemagglutinin (H) gene, partial cds	1772	Mustela putorius furo (domestic ferret)	Mustela putorius furo	mustelid	False	USA: Oklahoma	USA	2022-09-22	2022-09-22	2022.7232876712328	day		Ferret_3		False		True	1772	annotation	False	False	False	
OR612053.1	Morbillivirus canis isolate Ferret_1 hemagglutinin (H) gene, partial cds	1640	Mustela putorius furo (domestic ferret)	Mustela putorius furo	mustelid	False	USA: Oklahoma	USA	2022-09-06	2022-09-06	2022.6794520547944	day		Ferret_1		False		True	1640	annotation	False	False	False	
OR515853.1	Morbillivirus canis isolate Sardinia_43 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		Sardinia_43		False		True	1824	annotation	False	False	False	
OR515852.1	Morbillivirus canis isolate Sardinia_41 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2023	2023	2023.5	year		Sardinia_41		False		True	1824	annotation	False	False	False	
OR515851.1	Morbillivirus canis isolate Sardinia_40 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy: Sardinia	Italy	2022	2022	2022.5	year		Sardinia_40		False		True	1824	annotation	False	False	False	
OR515850.1	Morbillivirus canis isolate Sardinia_39 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2023	2023	2023.5	year		Sardinia_39		False		True	1824	annotation	False	False	False	
OR515849.1	Morbillivirus canis isolate Sardinia_38 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2023	2023	2023.5	year		Sardinia_38		False		True	1824	annotation	False	False	False	
OR515848.1	Morbillivirus canis isolate Sardinia_37 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2023	2023	2023.5	year		Sardinia_37		False		True	1824	annotation	False	False	False	
OR515847.1	Morbillivirus canis isolate Sardinia_36 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2022	2022	2022.5	year		Sardinia_36		False		True	1824	annotation	False	False	False	
OR515846.1	Morbillivirus canis isolate Sardinia_35 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2022	2022	2022.5	year		Sardinia_35		False		True	1824	annotation	False	False	False	
OR515845.1	Morbillivirus canis isolate Sardinia_34 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2022	2022	2022.5	year		Sardinia_34		False		True	1824	annotation	False	False	False	
OR515844.1	Morbillivirus canis isolate Sardinia_33 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2022	2022	2022.5	year		Sardinia_33		False		True	1824	annotation	False	False	False	
OR515843.1	Morbillivirus canis isolate Sardinia_32 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2022	2022	2022.5	year		Sardinia_32		False		True	1824	annotation	False	False	False	
OR515842.1	Morbillivirus canis isolate Sardinia_31 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2021	2021	2021.5	year		Sardinia_31		False		True	1824	annotation	False	False	False	
OR515841.1	Morbillivirus canis isolate Sardinia_30 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_30		False		True	1824	annotation	False	False	False	
OR515840.1	Morbillivirus canis isolate Sardinia_29 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_29		False		True	1824	annotation	False	False	False	
OR515839.1	Morbillivirus canis isolate Sardinia_28 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_28		False		True	1824	annotation	False	False	False	
OR515838.1	Morbillivirus canis isolate Sardinia_27 hemagglutinin gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_27		False		True	1824	annotation	False	False	False	
OR515837.1	Morbillivirus canis isolate Sardinia_10 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_10		False		True	1824	annotation	False	False	False	
OR515836.1	Morbillivirus canis isolate Sardinia_9 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2019	2019	2019.5	year		Sardinia_9		False		True	1824	annotation	False	False	False	
OR515835.1	Morbillivirus canis isolate Sardinia_8 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy: Sardinia	Italy	2015	2015	2015.5	year		Sardinia_8		False		True	1824	annotation	False	False	False	
OR515834.1	Morbillivirus canis isolate Sardinia_7 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy: Sardinia	Italy	2015	2015	2015.5	year		Sardinia_7		False		True	1824	annotation	False	False	False	
OR515833.1	Morbillivirus canis isolate Sardinia_6 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy: Sardinia	Italy	2017	2017	2017.5	year		Sardinia_6		False		True	1824	annotation	False	False	False	
OR515832.1	Morbillivirus canis isolate Sardinia_5 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2016	2016	2016.5	year		Sardinia_5		False		True	1824	annotation	False	False	False	
OR515831.1	Morbillivirus canis isolate Sardinia_4 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Italy: Sardinia	Italy	2015	2015	2015.5	year		Sardinia_4		False		True	1824	annotation	False	False	False	
OR515830.1	Morbillivirus canis isolate Sardinia_3 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		Sardinia_3		False		True	1824	annotation	False	False	False	
OR515829.1	Morbillivirus canis isolate Sardinia_2 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		Sardinia_2		False		True	1824	annotation	False	False	False	
OR515828.1	Morbillivirus canis isolate Sardinia_1 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		Sardinia_1		False		True	1824	annotation	False	False	False	
OR529789.1	Morbillivirus canis isolate Q22 nonfunctional hemagglutinin gene, complete sequence	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2017	2017	2017.5	year		Q22		False		True	1824	length_heuristic_full	False	False	False	
OR529788.1	Morbillivirus canis isolate P15 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		P15		False		True	1824	annotation	False	False	False	
OR529787.1	Morbillivirus canis isolate O14 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		O14		False		True	1824	annotation	False	False	False	
OR529786.1	Morbillivirus canis isolate N13 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		N13		False		True	1824	annotation	False	False	False	
OR529785.1	Morbillivirus canis isolate M12 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		M12		False		True	1824	annotation	False	False	False	
OR529784.1	Morbillivirus canis isolate L11 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		L11		False		True	1824	annotation	False	False	False	
OR529783.1	Morbillivirus canis isolate I10 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		I10		False		True	1824	annotation	False	False	False	
OR529782.1	Morbillivirus canis isolate H9 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		H9		False		True	1824	annotation	False	False	False	
OR529781.1	Morbillivirus canis isolate G8 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		G8		False		True	1824	annotation	False	False	False	
OR529780.1	Morbillivirus canis isolate F7 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		F7		False		True	1824	annotation	False	False	False	
OR529779.1	Morbillivirus canis isolate E6 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		E6		False		True	1824	annotation	False	False	False	
OR529778.1	Morbillivirus canis isolate D4 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		D4		False		True	1824	annotation	False	False	False	
OR529777.1	Morbillivirus canis isolate C4 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		C4		False		True	1824	annotation	False	False	False	
OR529776.1	Morbillivirus canis isolate B3 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2015	2015	2015.5	year		B3		False		True	1824	annotation	False	False	False	
OR529775.1	Morbillivirus canis isolate A2 hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2014	2014	2014.5	year		A2		False		True	1824	annotation	False	False	False	
OR492629.1	Morbillivirus canis isolate 73993_Brain hemagglutinin (H) gene, complete cds	1824	fox	Vulpes sp.	wild_canid	False	Italy	Italy	2014	2014	2014.5	year		73993_Brain		False		True	1824	annotation	False	False	False	
OR243301.1	Morbillivirus canis isolate HG6-DLK hemagglutinin (H) gene, complete cds	1824	Panthera pardus	Panthera pardus	wild_felid	False	Nepal	Nepal	2019-07-15	2019-07-15	2019.5342465753424	day		HG6-DLK		False		True	1824	annotation	False	False	False	
OR238917.1	Morbillivirus canis strain IPVDF hemagglutinin protein H gene, partial cds	733	Lycalopex gymnocercus (Pampas fox)	Vulpes sp.	wild_canid	False	Brazil: Rio Grande do Sul state, Pampa biome	Brazil	2023	2023	2023.5	year	IPVDF			False		True	733	annotation	False	False	False	
OR123692.1	Morbillivirus canis isolate HG5-KTM hemagglutinin glycoprotein gene, complete cds	1824	Panthera pardus	Panthera pardus	wild_felid	False	Nepal	Nepal	2021	2021	2021.5	year		HG5-KTM		False		True	1824	annotation	False	False	False	
OR123691.1	Morbillivirus canis isolate HG4-PAL hemagglutinin glycoprotein gene, complete cds	1824	Panthera pardus	Panthera pardus	wild_felid	False	Nepal	Nepal	2016-05-18	2016-05-18	2016.377049180328	day		HG4-PAL		False		True	1824	annotation	False	False	False	
OR123690.1	Morbillivirus canis isolate HG1-PBT hemagglutinin glycoprotein gene, partial cds	864	Panthera pardus	Panthera pardus	wild_felid	False	Nepal	Nepal	2023-03-03	2023-03-03	2023.1671232876713	day		HG1-PBT		False		True	864	annotation	False	False	False	
OR161408.1	Morbillivirus canis isolate 877-20 hemagglutinin protein (H) gene, complete cds	1824	Eurasian lynx (Lynx lynx)	Lynx sp.	wild_felid	False	Germany	Germany	2020	2020	2020.5	year		877-20		False		True	1824	annotation	False	False	False	
OQ363407.1	Canine morbillivirus isolate D06EST-CD7 hemagglutinin (H) gene, partial cds	852	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Nepal	Nepal	2018-01-20	2018-01-20	2018.0520547945205	day		D06EST-CD7		False		True	852	annotation	False	False	False	
OQ363406.1	Canine morbillivirus isolate D04EST-CD4 hemagglutinin (H) gene, partial cds	852	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Nepal	Nepal	2018-01-20	2018-01-20	2018.0520547945205	day		D04EST-CD4		False		True	852	annotation	False	False	False	
OQ363405.1	Canine morbillivirus isolate D09FED-CD3 hemagglutinin (H) gene, partial cds	867	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Nepal	Nepal	2018-03-27	2018-03-27	2018.2328767123288	day		D09FED-CD3		False		True	867	annotation	False	False	False	
OQ363404.1	Canine morbillivirus isolate D02EST-CD3 hemagglutinin (H) gene, partial cds	853	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Nepal	Nepal	2018-01-20	2018-01-20	2018.0520547945205	day		D02EST-CD3		False		True	853	annotation	False	False	False	
OQ363403.1	Canine morbillivirus isolate D17RST-LAL hemagglutinin (H) gene, partial cds	748	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Nepal	Nepal	2018-04-03	2018-04-03	2018.2520547945205	day		D17RST-LAL		False		True	748	annotation	False	False	False	
OQ448915.1	Canine morbillivirus strain IZSSi_90464c4_10 hemagglutinin (H) gene, complete cds	1824	ferret	Mustela putorius furo	mustelid	False	Italy	Italy	30-Dec-2010	2010-12-30	2010.9945205479453	day	IZSSi_90464c4_10			False		True	1824	annotation	False	False	False	
OQ448914.1	Canine morbillivirus strain IZSSi_90464c2_10 hemagglutinin (H) gene, complete cds	1824	ferret	Mustela putorius furo	mustelid	False	Italy	Italy	30-Dec-2010	2010-12-30	2010.9945205479453	day	IZSSi_90464c2_10			False		True	1824	annotation	False	False	False	
LC498611.1	Morbillivirus canis Pr17131O-CDV H gene for hemagglutinin, complete cds	1824	Vulpes zerda	Vulpes sp.	wild_canid	False	Japan	Japan	2017-11	2017-11	2017.8739726027397	month	Pr17131O-CDV			False		True	1824	annotation	False	False	False	
LC342298.1	Morbillivirus canis RC13 cRNA, complete genome	15690	Procyon lotor	Procyon lotor	procyonid	False	Japan	Japan	2016-03-15	2016-03-15	2016.2021857923498	day	RC13			False		True	1824	annotation	True	True	True	
LC159587.1	Morbillivirus canis RNA, complete genome, strain: CDV/dog/HCM/33/140816	15690	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2014-08-16	2014-08-16	2014.6219178082192	day	CDV/dog/HCM/33/140816			False		True	1824	annotation	True	True	True	
LC159586.1	Morbillivirus canis H gene for Hemagglutinin, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2014-08-27	2014-08-27	2014.6520547945206	day	CDV/dog/HCM/38/140827			False		True	1824	annotation	False	False	False	
LC159585.1	Morbillivirus canis H gene for Hemagglutinin, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2014-01-27	2014-01-27	2014.0712328767124	day	CDV/dog/HCM/29/140127			False		True	1824	annotation	False	False	False	
LC159584.1	Morbillivirus canis H gene for Hemagglutinin, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2014-01-12	2014-01-12	2014.0301369863014	day	CDV/dog/HCM/24/140112			False		True	1824	annotation	False	False	False	
LC159583.1	Morbillivirus canis H gene for Hemagglutinin, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2013-10-18	2013-10-18	2013.7945205479452	day	CDV/dog/HCM/01/131018			False		True	1824	annotation	False	False	False	
LC007976.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: Wakayama/RD/120926	1824	Nyctereutes procyonoides	Nyctereutes procyonoides	wild_canid	False	Japan: Wakayama	Japan	2012-09-26	2012-09-26	2012.7349726775956	day	Wakayama/RD/120926			False		True	1824	annotation	False	False	False	
LC007975.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: Wakayama/RD/110407	1824	Nyctereutes procyonoides	Nyctereutes procyonoides	wild_canid	False	Japan: Wakayama	Japan	2011-04-07	2011-04-07	2011.2630136986302	day	Wakayama/RD/110407			False		True	1824	annotation	False	False	False	
LC007974.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: Wakayama/Fox/101125	1824	Vulpes vulpes	Vulpes sp.	wild_canid	False	Japan: Wakayama	Japan	2010-11-25	2010-11-25	2010.8986301369864	day	Wakayama/Fox/101125			False		True	1824	annotation	False	False	False	
LC011103.1	Morbillivirus canis H gene for hemagglutinin, partial cds, strain: Ludhiana	1148	Canine spp.	Canis lupus familiaris	domestic_dog	False	India	India	2013-04-24	2013-04-24	2013.309589041096	day	Ludhiana			False		True	1118	annotation	False	False	False	
AB687721.2	Morbillivirus canis RNA, complete genome, strain: CYN07-hV	15690	Macaca fascicularis	Macaca sp.	primate	False	Japan	Japan	2008-07	2008-07	2008.5382513661202	month	CYN07-hV			False		True	1824	annotation	True	True	True	
AB687720.2	Morbillivirus canis RNA, complete genome, strain: CYN07-dV	15690	Macaca fascicularis	Macaca sp.	primate	False	Japan	Japan	2008-07	2008-07	2008.5382513661202	month	CYN07-dV			False		True	1824	annotation	True	True	True	
AB619775.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: Yamaguchi/RD/091216	1824	Nyctereutes procyonoides	Nyctereutes procyonoides	wild_canid	False	Japan: Yamaguchi	Japan	2009-12-16	2009-12-16	2009.9561643835616	day	Yamaguchi/RD/091216			False		True	1824	annotation	False	False	False	
AB619774.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: Yamaguchi/WT/100311	1824	Panthera tigris	Panthera tigris	wild_felid	False	Japan: Yamaguchi	Japan	2010-03-11	2010-03-11	2010.1890410958904	day	Yamaguchi/WT/100311			False		True	1824	annotation	False	False	False	
AB605891.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: W729B	1824	Nyctereutes procyonoides	Nyctereutes procyonoides	wild_canid	False	Japan: Wakayama, Tanabe	Japan	2007-04	2007-04	2007.2876712328766	month	W729B			False		True	1824	annotation	False	False	False	
AB605890.1	Morbillivirus canis H gene for hemagglutinin, complete cds, strain: W812B	1824	Nyctereutes procyonoides	Nyctereutes procyonoides	wild_canid	False	Japan: Wakayama, Tanabe	Japan	2008-01	2008-01	2008.0409836065573	month	W812B			False		True	1824	annotation	False	False	False	
